group,coverage,average_promised,average_actual,average_lateness,average_earliness,expected_cost,sample_count,policy,quantile
001cca7ae9ae17fb1caed9dfb1094831,0.8260869565217391,24.60258508730842,17.76879830917874,1.9324831079181695,8.766269886047843,18.42868542563869,23.0,q90,0.9
002100f778ceb8431b7a1020ff7ab48f,0.75,18.71001241640545,16.682576195987654,3.0294317051426227,5.05686792556042,20.20402645127353,12.0,q90,0.9
004c9cd9d87a3c30c522c48c4fc07416,0.72,21.264265360448732,18.616805092592596,2.2528209828078314,4.900281250663973,16.164386164703124,25.0,q90,0.9
00720abe85ba0859807595bbf045a33b,0.9090909090909091,19.826755769846418,12.08316182659933,1.9134594765327009,9.657053419779785,19.224350802443293,11.0,q90,0.9
00d8b143d12632bad99c0ad66ad52825,1.0,28.07400747486852,7.233344907407408,0.0,20.840662567461113,20.840662567461113,1.0,q90,0.9
00ee68308b45bc5e2660cd833c3f81cc,0.8681318681318682,17.783300451682376,10.763342999593,1.993373898019002,9.013331350108373,18.98020084020338,91.0,q90,0.9
00fc707aaaad2d31347cf883cd2dfe10,0.7450980392156863,17.830543689031785,15.226845383986928,1.6736568895217196,4.277355194566579,12.645639642175176,102.0,q90,0.9
010da0602d7774602cd1b3f5fb7b709e,0.0,21.05926102318606,26.1146875,5.055426476813938,0.0,25.27713238406969,1.0,q90,0.9
013900e863eace745d3ec7614cab5b1a,1.0,21.711264338752184,11.109464031339032,0.0,10.601800307413153,10.601800307413153,13.0,q90,0.9
014c0679dd340a0e338872e7ec85666a,0.6666666666666666,24.673748867055323,23.655661651234567,2.753408417395707,3.771495633216464,17.538537720195,6.0,q90,0.9
014d9a685fd57276679edd00e07089e5,1.0,17.893153559976735,9.329456018518519,0.0,8.563697541458216,8.563697541458216,6.0,q90,0.9
0176f73cc1195f367f7b32db1e5b3aa8,0.84,21.16563755202895,14.926750925925926,3.1527260328136357,9.39161265891666,25.15524282298483,25.0,q90,0.9
01bcc9d254a0143f0ce9791b960b2a47,1.0,22.31388976281165,8.77228587962963,0.0,13.54160388318202,13.54160388318202,2.0,q90,0.9
01c97ebb5cdac52891c0ed1c37ba0012,1.0,23.33769503316515,14.708460648148147,0.0,8.629234385017005,8.629234385017005,3.0,q90,0.9
01cf7e3d21494c41fb86034f2e714fa1,1.0,23.942921158155684,10.925321759259258,0.0,13.017599398896426,13.017599398896426,5.0,q90,0.9
01fd077212124329bac32490e8ef80d9,0.9285714285714286,19.261742610782147,10.377657903439154,0.29932198541295996,9.183406692755952,10.680016619820753,14.0,q90,0.9
01fdefa7697d26ad920e9e0346d4bd1b,0.8205128205128205,19.504970122354614,12.845572768281103,1.4493890422044517,8.108786396277969,15.355731607300223,39.0,q90,0.9
0241d4d5d36f10f80c644447315af0bd,0.8951048951048951,21.544443354326116,12.373125728438227,0.7177308472173107,9.8890484731052,13.477702709191755,143.0,q90,0.9
0249d282d911d23cb8b869ab49c99f53,0.0,16.090972823853647,19.799039351851853,3.7080665279982057,0.0,18.54033263999103,1.0,q90,0.9
02c988090b766852e088c69d7fb3b551,0.8,19.519847382496824,12.20268287037037,0.22117560850024276,7.538340120626697,8.64421816312791,5.0,q90,0.9
02d35243ea2e497335cd0f076b45675d,0.0,27.208600219655583,37.03938657407407,9.830786354418489,0.0,49.15393177209245,1.0,q90,0.9
02dcd3e8e25bee036e32512bcf175493,0.6666666666666666,20.999149270697888,19.09615226337448,3.807196681966824,5.710193689290225,24.746177099124342,9.0,q90,0.9
02ecc2a19303f05e59ce133fd923fff7,1.0,20.64587168263827,10.632330246913579,0.0,10.013541435724694,10.013541435724694,9.0,q90,0.9
02f5837340d7eb4f653d676c7256523a,0.9375,19.390742695539572,9.677696759259259,0.982605881464814,10.695651817745123,15.608681225069192,16.0,q90,0.9
02f623a8eb246f3c5f7c2f96462654e6,1.0,18.192368319233506,6.348024966931217,0.0,11.844343352302285,11.844343352302285,14.0,q90,0.9
034b9387752bfa309f350a70cd45ffa3,1.0,23.973489660233533,9.289372685185185,0.0,14.684116975048351,14.684116975048351,5.0,q90,0.9
038b75b729c8a9a04b0d07cba7eabe86,0.5,27.668473175197967,22.549861111111113,0.9726580164306391,6.091270080517495,10.95456016267069,2.0,q90,0.9
039b29ff3b3473435d0cd59040575de9,1.0,19.083506299924924,12.865115740740741,0.0,6.218390559184181,6.218390559184181,4.0,q90,0.9
039e6ad9dae79614493083e241147386,0.75,26.48176929413323,17.306041666666665,1.7230617328870848,10.89878936035365,19.514098024789075,4.0,q90,0.9
03a2a6dcbe45d639c4dc2a0d24769c40,0.8571428571428571,19.30055064413099,11.142564484126984,1.613862936566248,9.771849096570252,17.84116377940149,7.0,q90,0.9
03bd479e1d9484cdb14104d3023f7321,0.0,22.8352894322825,26.22771990740741,3.3924304751249075,0.0,16.962152375624537,1.0,q90,0.9
0417b067eeab773d2f7061a726dc477f,0.8888888888888888,25.932195678319125,18.560405092592593,2.8841390205398008,10.255929606266337,24.67662470896534,9.0,q90,0.9
042573af89b6d931f672efaf789d8358,0.6666666666666666,19.46037457418554,20.024783950617284,10.769892477544973,10.205483101113229,64.0549454888381,3.0,q90,0.9
04308b1ee57b6625f47df1d56f00eedf,0.6904761904761905,22.893484323155104,20.726090718694884,2.9190584621930227,5.086452066653244,19.681744377618358,42.0,q90,0.9
0432ead42b6c8a0bdf68154add917fdf,1.0,18.747537201372676,11.993476562500001,0.0,6.754060638872673,6.754060638872673,8.0,q90,0.9
048c2757535328e0d7dac690ad3c0aae,0.7619047619047619,22.437925311582788,21.15534942680776,4.727813715967956,6.01038960074298,29.64945818058275,21.0,q90,0.9
04aa0a1c5ce6b222003403a3e11c3cc0,1.0,27.304180309292157,22.144560185185185,0.0,5.159620124106972,5.159620124106972,1.0,q90,0.9
04aba03279157f6d4e0fe8ccaf21963c,0.8,19.864025217466313,16.72170138888889,4.584632041370809,7.726955869948233,30.650116076802284,5.0,q90,0.9
04e38a233f726ef161074ab1c9b0399a,1.0,19.521960191838616,7.701312830687831,0.0,11.820647361150789,11.820647361150789,7.0,q90,0.9
04fdea0c111866e6cf812f1570d6b5bd,1.0,20.323307301939035,13.972864583333333,0.0,6.350442718605703,6.350442718605703,4.0,q90,0.9
0509040ea3fe50071181bbc359eb7738,0.9333333333333333,18.303546466636877,10.942622299382716,0.37961902778837964,7.740543195042543,9.638638333984439,30.0,q90,0.9
054694fa03fe82cec4b7551487331d74,0.5,24.83594792704011,30.110078125,12.672076579934338,7.397946381974446,70.75832928164613,4.0,q90,0.9
056b4ada5bbc2c50cc7842547dda6b51,0.8108108108108109,17.77896941568248,15.360235235235239,4.878139323485492,7.296873503932735,31.687570121360192,37.0,q90,0.9
0570350b23eda5444f8d1d9544932058,1.0,19.43185464623131,5.071749614197531,0.0,14.360105032033786,14.360105032033786,6.0,q90,0.9
058cb5aeb36d7c0fcae20fc85d5e0a59,1.0,23.81998454412689,10.261256944444444,0.0,13.558727599682445,13.558727599682445,5.0,q90,0.9
058fd0aa2bfdb2274e05e1ae971dabb6,0.8333333333333334,16.27556655099649,9.815101755401235,1.1815261300197912,7.641990925615048,13.549621575714005,24.0,q90,0.9
05a940b4ecae36cadfd8e93bd9c43257,0.5,24.851875862415607,27.115127314814814,4.936324046501664,2.6730725941024556,27.354692826610773,2.0,q90,0.9
05aebce0b5c8f0d41b29b686f2d05fd3,1.0,14.374496059034596,5.160266203703704,0.0,9.214229855330892,9.214229855330892,1.0,q90,0.9
05d2173d43ea568aa0540eba70d2ca76,0.8863636363636364,20.32729599673086,15.981704019360269,2.3966353740147373,6.742227351385328,18.725404221459016,44.0,q90,0.9
05e107217c7266362fd44b75b2cd4cc4,1.0,16.277331685933998,3.8652314814814814,0.0,12.412100204452516,12.412100204452516,1.0,q90,0.9
05f51e13da97139648b8125c31e5f51b,1.0,20.927607105117918,7.407152777777778,0.0,13.52045432734014,13.52045432734014,3.0,q90,0.9
05feb94f19d094d4b0f9281f0b1d4c99,0.5,28.227223639235977,24.222829861111112,2.419506975447703,6.4239007535725685,18.521435630811084,2.0,q90,0.9
05ff92fedb5be47920fea08e501238b9,1.0,22.734198614938197,9.795564458689459,0.0,12.938634156248737,12.938634156248737,13.0,q90,0.9
062c325cd6a2b87845fab56b4ec2eeae,1.0,13.156156102992606,4.344861111111111,0.0,8.811294991881494,8.811294991881494,1.0,q90,0.9
